nom;categorie;description;image;fichier_source
Pizza b - Crazy Golf;Sports et activités outdoor;"Nouveau concept (à emporter ou sur place) : cuisine extérieure midi et soir. 
Pizzas (pâte maison), burgers, plancha, ravioles, poulets rôtis, grillades, salades, moules, gambas.";;0/00/13-00aac26b-51b1-399d-ab39-aefa7647eb5e.json
Marché régulier;Spectacles et événements;Retrouvez ce petit marché chaque dimanche matin!;;0/00/13-00ac8c9b-984d-3fc6-8cb9-f1923348e225.json
F2 Café Comptoir;Restauration et gastronomie;Le F2 est un concept de brasserie jumelé d'un espace de coworking avec de multiples salons à la Lyonnaise où l'on peut se retrouver.  Côté plat, le chef Martin Lixon réinvente la cuisine française avec de subtiles influences des cuisines du monde.;;0/00/13-00ad04b0-1f89-3574-bb3d-e507e6db117c.json
Boulodrome de Vongy;Autres points d'intérêt;Equipement couvert, où sont accueillis les joueurs de boules et pétanques, et les compétitions sportives dans ce domaine.;;0/00/13-00ad5d6d-e3c1-37fa-a232-1254da349b79.json
Circuit du plan d'eau d'Herculat;Nature et détente;Véritable aperçu de toutes les richesses du Pays d'Huriel, cette boucle oscille entre l'Histoire, l'eau, les forêts et le bocage.;;0/00/13-00ada584-b9a6-322a-adfa-0e2fd02de14e.json
Fait Mézenc;Autres points d'intérêt;Boutique Gourmande  :  Pâtisserie, chocolaterie,  confiserie, biscuiterie, viennoiseries, café torréfié et glaces. Tout est fait maison.;;0/00/13-00af7675-b855-3c13-a53b-4bdb5cc8295b.json
Sacre du Roi de l'Oiseau;Autres points d'intérêt;Assistez à la finale du Concours du Tir de l'Oiseau. Le meilleur des archers qui aura transpercé l'oiseau cible de son trait sera sacré Roi ou Reine de cette 40ème édition.;;0/00/13-00b018d7-b560-333e-82fb-61cf0369ef42.json
Espace Pressinois;Autres points d'intérêt;"Restaurant avec salle à l'ambiance authentique et jolie terrasse au pied de l'église du village de Pressins.
Magasin de produits locaux et créations artisanales en association avec Des Matières et des Arts.
Salon de thé.
Manifestations artisanales.";;0/00/13-00b01efb-8746-36be-8cd8-50bb96659ae4.json
Restaurant du Vercors;Restauration et gastronomie;Une salle de restaurant, spacieuse et claire vous permettra de déguster un repas en toute quiétude. Grande terrasse face aux falaises d’Herbouilly.;;0/00/13-00b07cda-ad6c-3c9e-b6c3-52511a3f7193.json
Le Glandon et affluents;Autres points d'intérêt;Le Glandon est un torrent de montagne, dont il faudra privilégier la partie amont et les affluents rive gauche car ils regorgent de truites.;;0/00/13-00b1459e-787b-319e-bcf7-f98ba2a718cd.json
Le Nouvel Etrier Panissiérois;Autres points d'intérêt;Situé dans un cadre agréable et boisé, le Nouvel Etrier Panissiérois propose des balades à cheval ou poney sur réservation, randonnées, TREC, initiation et perfectionnement, compétition en CSO et pony games. Moniteurs diplômés d'Etat.;;0/00/13-00b174b7-e432-3c78-a347-7577ccc45b52.json
La Petite Galerie;Culture et patrimoine;A_GENERER_VIA_IA;;0/00/13-00b19b2e-f164-3651-88ea-bc0a70f34195.json
Résidence Saint-Dizier;Hébergement;Studio dans une belle résidence de 1930, dans le quartier historique du Vieux Vichy classé au Patrimoine Mondial de l' Unesco.;;0/00/13-00b2e655-c2bf-3b45-a874-e85796c2b604.json
le Pré de Foire;Spectacles et événements;"C'est une place de rencontre et d'échange depuis plusieurs siècles.
Lieu principal du marché hebdomadaire avec les quais, c'est aussi le lieu où avait lieu la fameuse Foire Froide depuis le Moyen-Age.";;0/00/13-00b45b92-3acd-3cf0-9145-1089e5133db8.json
PÉPIT : S'inspirer des belles rives...;Autres points d'intérêt;"Vous êtes actuellement au départ d'un circuit PÉPIT. Téléchargez l'application PÉPIT et partez à la recherche du trésor !

Découvrez le patrimoine de l'Allier en famille de façon ludique et pédagogique avec PÉPIT !";;0/00/13-00b9e16b-1c4f-3968-86e1-78fcf2d03fe0.json
Pierre Chauvet - Salon de thé, glacier, chocolatier;Restauration et gastronomie;Laëtitia et Maxime vous accueillent toute l’année et vous proposent l'univers gourmand de Pierre Chauvet et d'autres surprises.;;0/00/13-00bde969-3870-37e5-b53c-1bd224448d1d.json
La Grande Traversée de la Haute-Loire | Tronçon Auzon Communauté;Autres points d'intérêt;"La Haute-Loire, un des secrets les mieux gardés d’Auvergne !
Parcourir la GT de la Haute-Loire à VTT, c’est vivre une aventure unique.";;0/00/13-00be42f7-cdcd-3285-8508-c4afce3d4ee2.json
N°21 Les Tunnels VTTAE - Vert;Autres points d'intérêt;"Balade très facile pour découvrir Pierre-Châtel. 
Parcours n°21 balisé en vert.
""Astuce du local"" : Emportez vos maillots de bain, afin de terminer une demi-journée réussie en famille.";;0/00/13-00c222f1-77f2-38f7-8faa-d6162cbb6add.json
Bureau des Guides;Autres points d'intérêt;Depuis 1970, l'équipe du bureau des guides a écumé les falaises, grottes et canyons, parcouru les innombrables montagnes, petites et grandes, en randonnée, en alpinisme, en skis ou en raquettes. Venez partager leur amour de la montagne.;;0/00/13-00c2b57d-93b3-3826-b315-b304bb714d6b.json
Boulangerie Aux délices de Loriol;Restauration et gastronomie;Boulangerie-patisserie, traiteur (petits fours salés, des pains surprises, toasts, pizzas);;0/00/13-00c47e6c-7181-3a8c-8002-9c86c7d9ff01.json
Conférence : la santé mentale selon l'Ayurveda;Autres points d'intérêt;Conférence proposée par Adrien Blondet, Praticien en Ayurveda.;;0/00/13-00c5b4fc-8928-3946-967d-b3ca28c9b649.json
Parcours de ski d'orientation;Sports et activités outdoor;Bienvenue sur le parcours de ski d'orientation de La Plagne !;;0/00/13-00c6f9a2-cdd7-3b38-99d9-fb0b9ebbf19e.json
Centre Equestre Nord Isère;Sports et activités outdoor;Le Centre équestre à Saint-Savin est idéalement situé entre Lyon, Grenoble et Chambéry, à côté de Bourgoin-Jallieu. Les installations, cavalerie ainsi que  l'enseignement vous permettent d’assouvir votre passion, ou de découvrir le monde équestre.;;0/00/13-00cc88f7-3572-3266-90cb-72e42106d968.json
Restaurant Esprit Montagne;Restauration et gastronomie;La cuisine d’Esprit Montagne utilise de préférence des produits frais et régionaux. Beaucoup de nos produits viennent directement du producteur. Si vous n’êtes pas client de l’hôtel, vous êtes le bienvenu pour venir dîner le soir. Réservation obligatoire.;;0/00/13-00cec38f-dd86-311c-a1e5-a6cacfd195bd.json
Espace Joseph Besset - Musée du charronnage au car;Culture et patrimoine;"La visite guidée sur 2 sites (900m) relate l'histoire de J. Besset, de son apprentissage comme charron à la carrosserie automobile et enfin à la fabrication de car. Salle vidéo, modèles réduits, expo de véhicules.
Possibilité visite du musée et Iveco Bus.";;0/00/13-00d0ec0c-f2da-30f8-8008-70d580fa77d0.json
"Escape game "" Code lumière""";Autres points d'intérêt;Venez passer un moment mémorable,frissons,sueurs, et réflexion seront au rendez-vous! Enfermé dans une salle,vivez une aventure hors du commun.Vous aurez 60 minutes top chrono pour trouver l’issue et vous échapper! Un cambriolage digne d’un chef d’oeuvre.;;0/00/13-00d21aa1-efb0-36fc-b0a7-a411c49b0e56.json
Marché du mercredi - Cité La Monnaie à Romans;Spectacles et événements;Marché forain et alimentaire.;;0/00/13-00d39cba-25d2-34b4-83d2-1cc6dd075db5.json
Square du Dragon;Autres points d'intérêt;Le square du Dragon tire son nom de l'importante sculpture de dragon qui le domine.;;0/00/13-00d503c3-1043-3e8c-89f3-b2950baf7dc3.json
Restaurant Chez Chaumat;Restauration et gastronomie;Hôtel-restaurant situé dans le bourg de Cérilly à proximité de la Forêt de Tronçais, proposant des spécialités Bourbonnaises.;;0/00/13-00d79cfe-5391-3ca7-9451-574a12046ee9.json
La Gourmandine;Autres points d'intérêt;Cuisine traditionnelle dans une ambiance bistrot.;;0/00/13-00d80fef-5f1e-3069-955c-64b2c1d6ead7.json
Galerie ESPE Confluence(s);Culture et patrimoine;La galerie IUFM Confluence(s) existe depuis 1995 et organise chaque année cinq expositions. Elle développe, depuis plus de quinze ans, des partenariats et des échanges avec différentes galeries, des centres d’art ou des structures muséales.;;0/00/13-00d9139c-c1f6-3027-a356-ea09c4546de8.json
Maison Saint Vincent;Autres points d'intérêt;"Achetée par les sœurs Saint Vincent pour y installer leur communauté, cette maison abrita Saint Vincent de Paul en 1617 lors de son passage à Châtillon. 
Un édifice à découvrir en visite commentée.";;0/00/13-00d981e6-2a3d-3eb3-b06e-084796439bd3.json
Mairie;Autres points d'intérêt;Découvrez une ancienne motte féodale du XIème siècle sur les hauteurs de la commune de Tournon;;0/00/13-00db1cb9-9661-32ba-94f8-dc2772f8517c.json
Les Calèches d'Ali;Autres points d'intérêt;"Les Calèches d’Ali propose des balades d’une heure en calèche à la découverte de l’Ardèche.
Lors de ces balades, vous découvrirez des paysages typique Ardéchois, le village de Lanas, l’histoire des lieux ainsi que la faune et la flore locale.";;0/00/13-00dc94a2-8d33-3235-a0f4-38ba1570233a.json
"Restaurant ""Le 122""";Restauration et gastronomie;Restaurant Bar Ambiance Pub Brasserie - Cuisine de Bistrot d'ici et d'ailleurs;;0/00/13-00dd2a9d-bc24-3321-b4a9-130de254339a.json
La Côte de Boeuf;Nature et détente;Un restaurant traditionnel qui fait date. C'est la garantie d'une alimentation raffinée aux savants mélanges de produits, toujours fraîchement sélectionnés.;;0/00/13-00ddaf9e-c871-366f-8e97-5dd3d04ec765.json
Parcours ludiques: Les Baladoclic;Nature et détente;"Découvrez Rosières et les alentours avec Les Baladoclic, 6 jeux de piste numériques à charger par téléphone, gratuits et accessibles à tous.
Six parcours ludiques seront proposés d'une durée d'environ une heure chacun.";;0/00/13-00de0c7b-7cd6-3b49-ab89-103376cc941f.json
La Petite Maison;Autres points d'intérêt;La Petite Maison est un restaurant traditionnel avec des produits frais et de saison. Au cœur d'un petit village des Monts du Lyonnais, Ethel et Raphaël sont heureux de vous accueillir près du poêle à bois en hiver et sur la terrasse ombragée en été.;;0/00/13-00de0d48-f491-3335-b71c-2cb3fc03773e.json
AFR;Autres points d'intérêt;L'association Famille Rurales de Miribel propose aux habitants des activités sportives, un centre de loisirs pour les enfants en juillet, un loto des enfants, et diverses animations ponctuelles (théâtre, magie, zumba...).;;0/00/13-00defe2c-417b-377f-bf8c-b466efe51719.json
Circuit Le bois de Champeaux;Nature et détente;Une belle promenade entre bois et bocage vous attend.;;0/00/13-00df2747-66b1-3cd0-aab7-ed3cde82fa53.json
Restaurant Rivollier;Restauration et gastronomie;Norbert, Guillaume et l'ensemble de l'équipe vous accueillent et vous régalent, pour faire de votre repas, un moment de convivialité et de plaisir. Situé au coeur du village d'Aveize, avec un parc ombragé et fleuri.;;0/00/13-00e1663f-12c5-33fb-9b5a-2a4a54f62184.json
Restaurant PointsdeVue;Restauration et gastronomie;"Spécialités congolaises et africaines, à base de poissons et de viandes (poulet, bœuf et porc préparé à part) cuites au barbecue et servies dans une ambiance tropicale et lounge.
Restaurant situé à côté de la gare routière de Montluçon.";;0/00/13-00e21992-7a75-34e4-8d85-8eb33733fbb6.json
art3f - Salon international d'art contemporain;Spectacles et événements;art3f revient avec cet événement artistique et entend bien aller une nouvelle fois à la rencontre du succès.;;0/00/13-00e309bf-33c4-3c3f-8a51-c936e2db398a.json
So Picnic;Autres points d'intérêt;Simplifiez vous la vie et profitez pleinement de vos vacances  avec nos brunchs, pique-niques, buffets apéritifs délicieusement préparés et livrés. Eveillez vos papilles sans la moindre contrainte, il ne vous reste qu'à savourer!;;0/00/13-00e30b48-39a5-39f4-87e4-cee3be697b73.json
La Ségalassière;Autres points d'intérêt;"À l'instar du Ségala aveyronnais et du Ségala lotois, le nom de cette commune évoque le passé de ""terre à seigle"" de la Châtaigneraie. Son église abrite un superbe retable baroque qui laisse deviner l'influence qu'exerça la Contre-Réforme dans la région.";;0/00/13-00e53c83-fbec-3113-b8a9-00dcd808b255.json
Balade en calèche - GP prestations;Autres points d'intérêt;Venez découvrir notre belle forêt en calèche au départ de la Féclaz !;;0/00/13-00e57050-b0bb-370b-a837-bbc7d94af0de.json
Géraldine Venet Bijoux en soie;Autres points d'intérêt;"Géraldine puise son inspiration pour ses créations dans l'histoire des cravates et des carrés de soie. Un concept unique et original autour de leur métamorphose en perles précieuses.
Chaque bijou créé est unique et réalisé à la main dans son atelier.";;0/00/13-00e6b969-5ce9-39a9-acf0-5a626448ecc1.json
Fort de la Platte;Autres points d'intérêt;Une sentinelle de pierres monte la garde, postée sur une crête au débouché de la Haute Tarentaise.;;0/00/13-00eac26c-5f4e-31ef-ae4e-cb837b9c8046.json
Salon du livre ancien et d'occasion;Spectacles et événements;Depuis sa création en 1999, le salon de Souvigny s'est affirmé comme le rendez-vous incontournable en Auvergne des bibliophiles et amateurs de livres anciens. Il est maintenant le seul d’Auvergne !;;0/00/13-00ed48bc-9f66-36b2-b2d3-1f425bc86669.json
La Spatule;Autres points d'intérêt;"Le restaurant La Spatule vous accueille dans une déco Savoyarde chaleureuse, avec 2 salles et une terrasse.
La Spatule propose des spécialités savoyardes, des pizzas, des viandes, des crêpes, des galettes et des salades.";;0/00/13-00ee9bb3-8d19-3d94-9e57-212fdbefb06d.json
Hôtel Le Ferraillon;Hébergement;Hôtel familial avec piscine couverte et chauffée, ascenseur, espace de jeux extérieurs pour les enfants. Terrain de pétanque, possibilité de nombreuses randonnées en montagne. Cuisine familiale le tout au coeur des Portes du Soleil.;;0/00/13-00f05119-1a0e-3a82-95fe-2de30cd7f8d3.json
Aire d'atterrissage de Marlens-Val de Chaise;Services et activités encadrées;"Site d'atterrissage situé à 450m d'altitude, dans la plaine du plan d'eau de Marlens-Val de chaise, aux portes de la Savoie.
Brises fortes en milieu de journée, lignes électriques à proximité.";;0/00/13-00f09b54-50d6-3e3b-b918-a60d36739410.json
Sentier des belvédères;Nature et détente;Ce sentier thématique, accessible à tous à la belle saison, propose de découvrir  à travers cinq belvédères paysagers, l'histoire du Jura débutée il y a 251 millions d'année.;;0/00/13-00f14583-6d05-3bf0-a36d-cbe735fa3e9a.json
Marché de Bellevue;Spectacles et événements;Marché de produits manufacturés et alimentaires.;;0/00/13-00f338d7-e176-30fd-ae24-abe0508fd5ac.json
Cocotte and Co;Autres points d'intérêt;Cynthia et Damien vous proposent des plats travaillés avec cœur, gourmands et raffinés.;;0/00/13-00f53585-16f0-30ba-8d36-ee4c12f0a6db.json
L'Amiral;Autres points d'intérêt;Café, restaurant et pizzera. Cuisine traditionnelle, poissons du lac. Menu et cartes d'automne. Cadre neuf et vue sur le lac.;;0/00/13-00f63efc-4f3d-3602-90e5-c76891499380.json
Foodtruck Chez Mile et Dams;Autres points d'intérêt;Kiosque de restauration à emporter (pizzas au feu de bois, sandwichs, plat du jour, salades, desserts);;0/00/13-00f6c8bf-f190-3f56-92f3-5030f896729d.json
Halle aux Sports;Autres points d'intérêt;Complexe sportif de Brioude, répond aux besoins des sports collectifs en salle (hand-ball, basket-ball, volley-ball et handisport), notamment pour les scolaires et les clubs.;;0/00/13-00fa1a3d-57d6-3cdc-a5ea-dbff0d1cab58.json
